date,value
2016-07-20,1138.4
2016-07-21,1140.8
2016-07-22,1140.2
2016-07-25,1135.0
2016-07-26,1136.9
2016-07-27,1138.4
2016-07-28,1134.1
2016-07-29,1125.7
2016-08-01,1122.4
2016-08-02,1111.0
2016-08-03,1108.9
2016-08-04,1114.0
2016-08-05,1113.8
2016-08-08,1111.3
2016-08-09,1112.7
2016-08-10,1107.2
2016-08-11,1096.1
2016-08-12,1098.6
2016-08-16,1101.1
2016-08-17,1095.0
2016-08-18,1102.3
2016-08-19,1106.4
2016-08-22,1115.2
2016-08-23,1125.3
2016-08-24,1117.4
2016-08-25,1121.6
2016-08-26,1119.0
2016-08-29,1113.9
2016-08-30,1125.2
2016-08-31,1118.5
2016-09-01,1117.4
2016-09-02,1119.3
2016-09-05,1117.6
2016-09-06,1108.2
2016-09-07,1105.0
2016-09-08,1093.2
2016-09-09,1093.2
2016-09-12,1099.5
2016-09-13,1110.6
2016-09-19,1112.3
2016-09-20,1120.0
2016-09-21,1119.5
2016-09-22,1116.8
2016-09-23,1103.1
2016-09-26,1104.2
2016-09-27,1106.9
2016-09-28,1103.5
2016-09-29,1095.7
2016-09-30,1096.3
2016-10-04,1102.0
2016-10-05,1105.1
2016-10-06,1113.8
2016-10-07,1111.3
2016-10-10,1115.7
2016-10-11,1111.0
2016-10-12,1117.2
2016-10-13,1123.3
2016-10-14,1130.5
2016-10-17,1132.9
2016-10-18,1140.3
2016-10-19,1132.3
2016-10-20,1122.8
2016-10-21,1124.0
2016-10-24,1134.5
2016-10-25,1134.5
2016-10-26,1136.5
2016-10-27,1132.4
2016-10-28,1140.2
2016-10-31,1145.2
2016-11-01,1144.6
2016-11-02,1141.8
2016-11-03,1148.7
2016-11-04,1140.6
2016-11-07,1143.4
2016-11-08,1141.6
2016-11-09,1137.5
2016-11-10,1145.8
2016-11-11,1151.0
2016-11-14,1164.4
2016-11-15,1169.8
2016-11-16,1168.8
2016-11-17,1167.2
2016-11-18,1174.4
2016-11-21,1182.3
2016-11-22,1183.6
2016-11-23,1175.5
2016-11-24,1174.9
2016-11-25,1182.4
2016-11-28,1178.9
2016-11-29,1170.3
2016-11-30,1168.5
2016-12-01,1168.0
2016-12-02,1172.6
2016-12-05,1170.5
2016-12-06,1173.8
2016-12-07,1169.5
2016-12-08,1169.4
2016-12-09,1159.1
2016-12-12,1166.2
2016-12-13,1170.2
2016-12-14,1165.5
2016-12-15,1168.3
2016-12-16,1180.1
2016-12-19,1183.4
2016-12-20,1186.4
2016-12-21,1191.2
2016-12-22,1194.2
2016-12-23,1198.0
2016-12-26,1202.9
2016-12-27,1199.4
2016-12-28,1205.3
2016-12-29,1207.6
2016-12-30,1208.5
2017-01-02,1208.5
2017-01-03,1207.8
2017-01-04,1206.2
2017-01-05,1206.7
2017-01-06,1191.6
2017-01-09,1189.1
2017-01-10,1205.5
2017-01-11,1198.7
2017-01-12,1196.4
2017-01-13,1182.8
2017-01-16,1177.7
2017-01-17,1180.5
2017-01-18,1180.9
2017-01-19,1165.6
2017-01-20,1177.1
2017-01-23,1172.5
2017-01-24,1166.7
2017-01-25,1163.6
2017-01-26,1166.2
2017-01-31,1157.8
2017-02-01,1165.5
2017-02-02,1155.2
2017-02-03,1149.2
2017-02-06,1146.8
2017-02-07,1137.7
2017-02-08,1142.1
2017-02-09,1145.4
2017-02-10,1145.7
2017-02-13,1151.4
2017-02-14,1151.9
2017-02-15,1144.5
2017-02-16,1141.6
2017-02-17,1138.9
2017-02-20,1145.3
2017-02-21,1147.6
2017-02-22,1146.8
2017-02-23,1140.9
2017-02-24,1138.8
2017-02-27,1131.0
2017-02-28,1132.1
2017-03-02,1132.3
2017-03-03,1142.0
2017-03-06,1152.7
2017-03-07,1156.1
2017-03-08,1151.2
2017-03-09,1146.6
2017-03-10,1156.1
2017-03-13,1158.2
2017-03-14,1147.7
2017-03-15,1147.3
2017-03-16,1146.3
2017-03-17,1131.7
2017-03-20,1131.4
2017-03-21,1124.5
2017-03-22,1117.5
2017-03-23,1123.8
2017-03-24,1120.0
2017-03-27,1122.7
2017-03-28,1114.2
2017-03-29,1112.5
2017-03-30,1114.0
2017-03-31,1116.1
2017-04-03,1119.3
2017-04-04,1113.8
2017-04-05,1118.9
2017-04-06,1124.0
2017-04-07,1131.0
2017-04-10,1134.6
2017-04-11,1141.6
2017-04-12,1145.8
2017-04-13,1145.2
2017-04-14,1131.9
2017-04-17,1138.8
